refinedTimemachine,oracle,TimeMachineResult,target_8
7734.015222733324,7734,7763.442196741921,7763.426974008597
5829.241346112761,5830,5874.939384248354,5875.696851379082
519.0074256210376,518,602.9408749141518,602.0187108083728
4590.757636113771,4585,4650.412554108176,4642.859990203488
5503.837368292929,5500,5573.46873676714,5569.935384728682
3320.689590193441,3321,3327.734839235373,3328.0296923530677
3632.336806725554,3632,3710.7416281069727,3710.4048213814185
780.1594659734009,782,819.1688041187698,821.110395248363
1134.1169778844567,1111,1257.7954130005564,1243.6709855833176
4143.535080362539,4144,4210.607567807414,4210.993851779049
5590.1388963227655,5591,5602.242265682529,5603.0839071938335
5211.690251592971,5211,5266.408194169964,5265.717942576993
6774.153584798776,6776,6894.863396353602,6897.596597832742
9933.034118928632,9930,10008.008586633738,10005.180250563028
4844.324497154867,4845,4877.237198642078,4877.900721278749
3747.3414748548203,3749,3770.275242070581,3771.9485534809105
8688.447388427103,8685,8739.379615667442,8735.947547739492
9738.721033907446,9723,9868.945538071113,9857.975249425268
8086.448654125751,8087,8097.721193879003,8098.2459577468235
5102.390697725937,5103,5188.855749582866,5189.4065882346895
3268.049500324247,3268,3275.6297857865397,3275.5802854622925
6452.75193997836,6455,6534.353760179415,6537.177015883873
3045.9107637202887,3047,3064.26340772843,3065.414047323636
6307.8687324082675,6290,6426.60031356329,6411.255995611932
4963.282787763842,4966,5002.187040768282,5004.830764316133
4366.451808538065,4370,4433.377414066471,4437.103309873444
1635.300096345538,1635,1697.2547684403933,1696.9546720948554
6709.873378080289,6709,6761.8082640602415,6760.934885979953
7437.249381115298,7445,7506.034066448736,7516.598285306023
4207.583244576706,4209,4215.204069721577,4216.594913586947
5468.510904306152,5474,5554.631500894614,5558.677589594048
2696.4356576762225,2698,2727.8360449647075,2729.0654037924405
7861.655607446032,7860,7948.560650995547,7946.898605974325
6880.318525482605,6869,7000.779844668721,6992.954955192655
1508.3900783793783,1511,1550.7724579886,1553.4642398973251
518.0533238772495,518,555.693498241038,555.6401743637886
1773.3606406524395,1783,1894.2761192236376,1909.2175728888535
9480.16657892988,9480,9523.441942218207,9523.275363288327
5730.595101088121,5732,5745.857487662613,5747.200696264973
4513.686377998592,4512,4574.517804062836,4572.798787302798
2571.8986812273274,2572,2593.708897053902,2593.7719634440696
3686.0216713790937,3685,3730.9844464371736,3730.153501414981
1764.6720108260274,1758,1844.67687726378,1835.849269461727
1405.177376239548,1407,1459.5305334192562,1461.2892903339816
9673.945750595276,9675,9801.502910449355,9802.832678584866
4762.109307445578,4760,4887.409253335744,4885.977255949475
1742.6909517191334,1733,1831.6223021086603,1818.1172597343689
1068.7374821807873,1069,1102.746159442588,1102.8974364245
7259.3712960652165,7263,7280.063618071906,7283.730117346426
9853.338042392807,9852,9906.287742126515,9905.072926499794
4796.0627874585,4796,4813.135034325167,4813.072246866667
384.8019007581458,388,502.9259991059977,508.1015854150685
5126.219607211463,5126,5169.917846296223,5169.69823908476
4445.868412960255,4448,4465.315437859178,4467.515236767649
719.7437647851182,721,813.220223226794,814.4646544887523
3865.83318199871,3865,3888.861665989893,3888.028483991183
7255.761578464952,7263,7298.116562420025,7305.470141648925
1429.0429566496227,1434,1479.0455136414862,1483.9089733249425
7625.59984629394,7625,7686.291516408874,7685.691670114934
270.05805620576047,262,332.27931097763985,321.53184989193426
5909.1754970190705,5904,5993.455760272058,5987.8089406080335
4155.648150995041,4157,4173.686953829451,4174.976153975738
8253.333530513857,8258,8348.093042341668,8353.894644908374
768.3845193965744,769,800.6312307510725,801.2463446550813
7615.807983328592,7622,7711.325645111021,7717.45768338771
6999.585464003712,6972,7104.519763883882,7090.5359842557
9263.045072629502,9265,9312.882669618626,9314.877058330732
8163.0270476129135,8162,8216.32359820862,8215.19786197863
6827.351620910814,6831,6890.802932345964,6894.444689188358
3395.808366816721,3388,3505.786422220228,3498.6768634738564
9470.553270848262,9474,9541.472730664093,9545.124526307025
5610.226533995965,5616,5658.240578771311,5663.431789442228
4973.5225457329325,4975,5054.921829940334,5056.348995229187
8362.3691408666,8364,8373.976938977734,8375.511967788989
9765.749221069462,9742,9909.3563308071,9894.903689076547
3518.1668973481324,3520,3551.6750664017313,3553.4925265785128
5729.603000992915,5728,5777.57559618701,5776.006468585612
976.3537084539633,970,1070.99950745735,1062.30345078713
9620.882570521051,9622,9658.623457211652,9659.820084964816
4509.322139467223,4507,4589.978355700939,4587.488247305105
1139.0598130227897,1133,1233.3462600962039,1228.7500167371988
661.4174100164091,661,693.7341728513812,693.3167628349721
4516.871910075869,4515,4538.18511679835,4536.278768454719
9310.160686435314,9310,9319.947206589022,9319.786520153708
7540.289255951309,7533,7634.6099625241795,7624.69818035552
8421.852039191259,8415,8491.611085237619,8486.140804365397
2081.246218295703,2082,2131.005419588093,2131.767218213193
3127.4530728519308,3124,3187.0256277516773,3182.3802727496754
6359.48558045223,6359,6370.69305678836,6370.20747633613
9521.991989702827,9526,9590.889542743585,9595.36928660881
1272.0859914166074,1273,1292.1827609679626,1293.0694062634402
1515.409393495198,1520,1573.7143673073608,1578.651017037542
9811.981159731527,9814,9834.005121304273,9835.769966367758
8375.311972622274,8363,8459.22688475345,8448.746713006149
6812.739108352945,6809,6929.169265917255,6925.327032354394
2542.3563259284356,2542,2606.12030082841,2605.7639748999745
512.7898714431427,509,624.0580481892367,620.5904467685516
29.605185894486425,32,103.96146034196634,106.4387001220656
5172.542413199172,5175,5239.409089353703,5241.92982014189
4171.927715518534,4171,4205.565939816821,4204.638224298287
9197.105625801698,9200,9283.162797672423,9286.021521211194
6998.176206140268,6995,7098.15736103606,7096.478146210141
8767.020860340983,8783,8813.18097511036,8828.983381021957
6002.576475764274,5994,6092.830401038062,6082.403053822442
1599.7107702757717,1596,1670.934656163179,1667.0680945176564
8502.040047732544,8498,8560.053828340575,8556.141250572487
294.6154956451534,287,359.55861966112616,349.40879419640316
286.2660641043081,285,315.8821155785899,314.43967102280135
2327.853996453794,2327,2370.345705287331,2369.491708833537
1152.5100779857264,1150,1208.542793718183,1206.444800873015
1303.160190965024,1303,1321.7867652794519,1321.626574314428
5484.882860109188,5481,5569.336407683,5566.467487762409
5152.289496027597,5158,5180.50995934148,5186.063568510229
2160.525903902369,2161,2253.372144972369,2253.8948193042465
6276.969460039686,6275,6360.238694458069,6358.2749377847485
7143.246546340107,7143,7149.799767849919,7149.553221509812
9999.682744762276,10002,10006.500618920767,10008.79263543257
829.3121719061257,831,866.6523820720753,868.2058292291263
5435.411627251097,5434,5518.912877541992,5517.671985711376
1441.4570165477128,1446,1470.9081520250966,1475.3821177317898
6904.668596439602,6905,7005.711149399052,7005.871690976012
112.5860908909022,113,127.11749958849978,127.54964528866523
6889.810972163711,6890,6905.593916585728,6905.738642430757
3939.5717304377245,3939,3967.664653188162,3967.0929227504375
322.19214251470476,328,458.20187407066766,467.77707402372596
1228.0746306802987,1227,1265.8323782745392,1264.8862733251506
8670.248741000923,8684,8730.646444611455,8744.075406801612
8108.283535370264,8107,8130.879980400552,8129.560396042905
5303.878317090154,5292,5393.692581136732,5375.765433349478
4943.459822863416,4951,5013.842310047345,5021.247833531683
2035.2229882922866,2036,2052.575562589001,2053.3066680047677
5895.942917425103,5897,5950.156011852957,5951.322498407684
3892.243222432625,3892,3929.188336466001,3928.9451140333763
1758.7051867545001,1739,1880.326496968031,1849.524074447223
5205.721873245515,5205,5247.560282390134,5246.838409144619
577.8633519027493,563,680.475536801474,677.3455540312527
8592.457764525807,8606,8661.567120931946,8674.511822447466
7866.701876874341,7881,7983.244107620626,7995.858558057648
4682.868638166639,4683,4744.784256124565,4745.041190860615
1406.4915418998944,1407,1452.9363390170743,1453.3970885000904
7607.487484127829,7609,7683.994213737357,7685.1728556916005
6215.9388863797085,6216,6345.700539650444,6345.653897002682
1854.8506649621827,1854,1966.7913674242063,1965.9407024620236
5785.481389562981,5789,5809.163792736263,5812.731528152094
1409.7745755253347,1408,1463.8410012811357,1462.110210222694
1090.4505419642903,1087,1133.9692686976673,1130.5180797583832
9501.332275822127,9498,9613.198139970737,9609.552575592694
2239.2395918372413,2240,2268.4182255696574,2269.105735581516
4712.212283426912,4711,4793.665320176363,4792.410127092488
5828.398986731997,5830,5861.252673927684,5862.9387439607135
7305.23254004295,7306,7330.11373887815,7330.91780844912
3968.9578785192793,3968,4055.401471152006,4054.4435926327264
4768.327580343615,4770,4821.638121283663,4823.255429664996
4865.261520364059,4863,4908.85688641308,4906.712999184593
5963.072407681869,5964,5982.351127929433,5983.3162093182755
8943.353579806646,8942,8963.34934091479,8961.897213347733
5779.552898159793,5780,5816.934101565744,5817.385369338466
5971.216026914913,5979,6037.817895296035,6046.472763178303
2076.689022038997,2077,2158.2940237460084,2158.5982821860007
7808.646883794026,7808,7872.1693761086235,7871.522492314598
7159.959272336988,7164,7223.805794498307,7227.419709700471
654.898295193973,656,671.5475322656407,672.6223585968152
3190.1474695417855,3182,3332.267295570137,3318.0424674001533
8802.870502668515,8803,8831.82330094162,8831.977029345418
9190.426939336228,9194,9212.959378287049,9216.558798304211
1827.4159156352957,1824,1895.831803184089,1892.9657407421826
6228.667444538403,6233,6281.059253490633,6284.983914978992
6841.183126106264,6830,6970.978103285264,6960.431771086663
6468.9736216686315,6472,6491.339597977783,6494.465768428083
7044.920968716608,7046,7065.825443315446,7066.8661307313105
6980.523826925476,6979,7020.644551725927,7019.346632653842
3519.9133187403363,3521,3602.221788430302,3603.19448854992
3375.1393649511956,3377,3390.4241690966696,3392.2225438561636
1394.432430176361,1398,1441.0946672033265,1444.4922553901704
4583.78358393675,4577,4660.366207335509,4651.261786245681
2856.7900195783745,2859,2901.2206412796977,2903.3828825124438
6210.281555879129,6209,6274.498489243743,6273.379300858132
7637.61154373875,7639,7655.419747769438,7656.712109693602
729.118251154167,730,804.9508484074029,805.8514510799187
8240.829789826385,8235,8337.496033420151,8332.481825010134
8805.724304358228,8806,8846.945407524643,8847.241823065817
2115.235100565889,2115,2188.6876446629253,2188.4525440970365
2754.47273208733,2759,2792.6564892950637,2796.8449929177636
605.7216878788416,607,651.3625832290344,652.554024583193
6340.534373003797,6346,6404.331493727052,6406.925393293369
6885.281602792428,6884,6921.787014651147,6920.570516123498
7429.629712672902,7419,7516.979002996675,7505.266578944801
3303.3694999096006,3301,3419.881128729268,3418.0907592735493
5664.700191552919,5665,5721.496841377023,5721.72839718349
7314.2070437617795,7320,7329.980110234822,7335.944411519738
2084.8712344072364,2084,2152.43672221824,2151.5654878110035
10024.010419977778,10024,10048.040836070277,10048.030416092499
10023.206316535186,10028,10093.592690468333,10098.105168157806
6451.134379947502,6450,6518.908934013014,6517.606193470635
9529.964975942481,9532,9548.522696890588,9550.62589554258
3691.5038282995006,3693,3737.561335432957,3738.692205988052
8353.779862811452,8334,8485.734912056618,8474.298021621255
5536.5822945538575,5534,5587.901362212988,5585.84191663441
4906.030909341016,4901,4981.084648124929,4978.404479048362
4962.143885049328,4965,5041.259484785934,5043.967077679752
7453.872643475556,7455,7468.630780481583,7469.983505713784
3.173840589039905,4,36.17962054680253,36.99745368503229
830.7608471882804,832,861.1878421746987,862.3772516798881
8198.802505553487,8196,8282.184853371115,8279.18214522117
5047.974839134446,5048,5148.70199525314,5148.645662346184
4947.479903209169,4947,4982.6265564875885,4982.14665327842
5489.8090462088385,5481,5572.236774413624,5565.854933557585
5810.646685770654,5814,5835.012875897448,5838.495837603582
5162.570646236795,5170,5237.8902070314025,5246.342687085792
4400.969540249166,4404,4436.729361370157,4439.878500506919
9442.3801484169,9445,9533.839321935846,9536.494247670136
6283.299496588608,6283,6350.508627958399,6350.209131369791
7487.805112737885,7483,7545.7565144545,7539.729560206761
5480.970378389293,5462,5596.761175284554,5584.737651790351
8145.470313930038,8146,8160.389685647315,8160.921978787062
4186.84941449075,4192,4223.972354569084,4228.599979404738
1493.1725451042016,1493,1504.2670903286576,1504.094545224456
7439.579537968427,7435,7493.225241718997,7488.430861766632
9194.030460215496,9199,9278.76293280051,9283.864756389497
4942.122769084589,4943,5003.842793041988,5004.656073739974
5523.318895262998,5524,5551.1710513879525,5551.810250274529
336.867084554263,345,470.18926005272095,483.81627270448996
475.4570441748833,473,607.927627102509,605.652902166523
1513.0441415378646,1514,1524.588753395923,1525.5634085720123
4208.290307546932,4209,4267.993499642034,4268.604051610803
3648.299788567638,3649,3743.6563683598524,3744.3854493372774
525.8617351421827,527,559.6097701818205,560.7278297498178
6875.240252366543,6874,6892.761196695206,6891.556572419208
1217.9366483872675,1214,1294.5832012007868,1291.402286302506
6419.597839790208,6428,6501.199024648652,6512.638514742496
6348.55108416956,6349,6370.664375127307,6370.989880851164
5157.146501234416,5154,5219.173774342166,5216.013243435773
3986.8098962388917,3978,4095.596168148508,4088.9273315062237
1743.5346123625193,1736,1827.9038720166811,1817.4620014230545
4952.225098645641,4953,5002.571284792272,5003.292613447864
2979.0546231305534,2984,3034.6688788951606,3039.8531787926436
6671.953400883407,6669,6744.930150752225,6741.714742209148
5092.183633855726,5095,5182.682066467684,5185.376905346078
2019.0275691024638,2004,2111.588940315422,2108.259135780186
786.2525678802369,782,905.3303936030193,901.2089433493453
4759.298429445784,4760,4768.211287849456,4768.919059155842
3491.9829956169738,3491,3549.5940004186978,3548.611004801724
216.56547245663384,212,295.3312783965578,290.24684090458567
5105.316466665146,5103,5201.412149455631,5199.295460014486
379.9047803530252,380,434.21988773802804,434.35192711239193
9884.109241830001,9890,9931.549687868077,9936.446397457856
7978.08078393656,7979,8048.332276709202,8049.245260391581
5472.576697321907,5472,5505.149989817607,5504.5732924957
2258.2902102282515,2250,2338.9177069459442,2333.0653437013293
1422.708348264254,1424,1459.2393568008115,1460.535739378482
1691.7864981590537,1690,1756.2426648124258,1754.145722306774
3904.1799364689205,3908,4012.0274001325924,4017.538168636277
917.8343181458297,913,1018.5540306502878,1013.2512823142879
5246.329236176084,5241,5343.234955443319,5337.356758934353
3028.2063653228875,3027,3075.3355864997275,3074.0807148469903
1854.1218142818466,1851,1946.2017124696358,1943.7118066811704
2026.7577622853898,2027,2069.408214442772,2069.4107232823485
2831.217206790977,2833,2851.9482176300544,2853.7194923807874
4967.479637510076,4970,5000.739679958046,5003.224186619623
3645.283567496931,3644,3734.453624354167,3733.1368497707454
1014.5634777273558,1014,1108.9531735011467,1108.389695773791
2081.4819175803264,2079,2168.296179481072,2165.8939976785023
9735.518199210734,9726,9870.824927082747,9863.558628822766
6065.820180995031,6049,6195.663914739324,6167.828383143159
1714.6122424056502,1704,1795.0468885885834,1781.213148827631
9489.76754233442,9492,9523.866700271483,9526.22349859563
5825.807861359833,5825,5835.979949339781,5835.172087979949
7214.1148260753325,7218,7249.893275150205,7253.755387586703
6943.226244978697,6952,7026.857967018077,7032.776506610956
1609.99057549694,1607,1662.0757363859548,1659.0681846609136
6118.106963938901,6118,6152.385636357292,6152.278672418392
380.59944392543525,376,484.8724198008614,482.41570938435996
4268.870533192617,4281,4323.872487676795,4335.190607755589
136.26304884036477,136,200.53696553899255,200.27391669862777
6435.3017672645055,6432,6505.485804920059,6501.509824752189
9966.027987893163,9966,10001.090263041138,10001.062275147975
9939.163428280732,9935,10022.582463420058,10018.882211969154
7717.298090405978,7721,7764.910004010099,7768.686932118238
8160.405378060447,8160,8188.218300687717,8187.812922627269
8459.402499738433,8462,8481.637982416509,8484.030802058003
4907.2016038865695,4910,4939.714482525498,4941.992610092346
9060.546586403894,9050,9176.812351425411,9168.423387405404
9929.788183592013,9949,9986.426949211325,10004.09355074348
7434.283999301997,7434,7444.5766826575145,7444.2926833555175
5846.41110197249,5847,5861.828216992369,5862.438139311841
347.7445087212167,346,481.1630330929272,479.03924634239655
2318.7832131186283,2317,2418.0099357796685,2416.1432974466506
2415.7441386371147,2413,2462.4039929818805,2459.181412573776
3684.9300139314073,3688,3730.250612013127,3732.7034318223464
1868.3043695537676,1859,2004.5521158431416,1998.3941086312993
3892.480274884753,3891,3979.7864786355326,3978.0567618051427
5335.703324228999,5335,5375.754757488026,5375.051433259027
4756.4023927240405,4754,4882.529930790665,4880.832188621271
9580.191542323402,9579,9672.668706371896,9671.274711760958
3208.6039555210837,3208,3257.0098007855895,3256.405845264506
700.5362479024226,701,815.1388794872571,815.756834604359
6478.94844777894,6483,6564.519708600953,6568.348978878772
1552.0562055802488,1551,1580.2719156358098,1579.170546413427
5504.700889016242,5505,5530.946241197396,5531.171910613633
7954.955981333438,7956,8029.72127418194,8030.807520883687
3678.758988387422,3672,3791.2348397592514,3786.2444358860143
4370.120546092777,4372,4421.62001164206,4423.507746374251
2145.5162917427806,2150,2219.413162616905,2224.0760757434446
7062.368330779214,7063,7113.502085127193,7114.065463123025
420.59011463218144,421,482.0089335784586,482.29437809107003
7026.622296612712,7024,7082.497515840331,7080.039905414473
979.5330485356302,980,1012.920886102912,1013.5389328829118
3157.022692055464,3155,3199.393272214922,3196.8025614021954
459.69978350894934,455,584.8838723369736,581.0126580029655
9009.60155797853,9023,9094.534025880796,9110.54600652038
2323.352831061344,2323,2351.7202292092534,2351.367398147909
3011.3833159554683,3012,3091.6190675858015,3092.2913837396222
7493.366646597827,7472,7611.9357472278725,7578.932039600577
2311.2405817850245,2308,2369.8221599861627,2366.4929595628105
4750.245729574808,4734,4903.346094639498,4891.837099312183
4642.7519601864215,4652,4781.49097180513,4796.9129805189195
1734.9899547493578,1731,1799.58672948936,1794.8598469591836
5845.0666405428965,5846,5888.174004752777,5889.2241504096755
2465.8004041017603,2452,2578.0946824205284,2554.9293234488177
9642.591547792905,9649,9715.740452989956,9722.974246174943
2371.989771057256,2373,2473.8968192629723,2474.830806356567
10061.434714910938,10065,10086.531404943356,10090.075326934586
9338.181432591628,9346,9406.521875912027,9414.20442568411
7126.400243442337,7125,7178.638165736899,7177.267097043791
3994.0270210918748,3992,4087.9254414098077,4086.3178684592617
3250.88268067792,3251,3282.570064953956,3282.259999386345
249.22012834854849,247,280.82535134050727,278.1898897820329
8286.508709455517,8269,8432.627105796975,8414.230061166289
4249.3882356035465,4251,4292.568171483937,4294.07002163792
4935.974528329416,4938,4984.124478705289,4986.1034855122225
5352.204211362483,5355,5431.77948654009,5434.867328603688
8430.789445508675,8426,8497.12879123551,8493.15047114004
2491.4203373542036,2492,2517.2934654058176,2517.819296259322
9219.656550798356,9216,9274.527091507638,9271.096819990304
