id,group,round,start_time,target_time,start_node,target_node,start_point,target_point,call_time_TimeMachine,path_TimeMachine,path_time_TimeMachine,cur_time,cur_node,cur_point,call_time_LastAPI,call_node_LastAPI,call_point_LastAPI,path_LastAPI,path_time_LastAPI,req_leaving_time,weather,event,action,reward,remain_time_from_TimeMachine,oracle,episode
240922_183514_00000002,history,0,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 01:52,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,60,5933,0
240922_183514_00000002,history,1,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 01:55,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,57,5933,0
240922_183514_00000002,history,2,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 01:58,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,54,5933,0
240922_183514_00000002,history,3,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:01,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,51,5933,0
240922_183514_00000002,history,4,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:04,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,48,5933,0
240922_183514_00000002,history,5,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:07,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,45,5933,0
240922_183514_00000002,history,6,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:10,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,42,5933,0
240922_183514_00000002,history,7,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:13,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,39,5933,0
240922_183514_00000002,history,8,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:16,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,36,5933,0
240922_183514_00000002,history,9,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:19,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,33,5933,0
240922_183514_00000002,history,10,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:22,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,30,5933,0
240922_183514_00000002,history,11,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:25,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,27,5933,0
240922_183514_00000002,history,12,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:28,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,24,5933,0
240922_183514_00000002,history,13,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:31,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,21,5933,0
240922_183514_00000002,history,14,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:34,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,18,5933,0
240922_183514_00000002,history,15,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:37,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,15,5933,0
240922_183514_00000002,history,16,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:40,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,12,5933,0
240922_183514_00000002,history,17,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:43,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,9,5933,0
240922_183514_00000002,history,18,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:46,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,6,5933,0
240922_183514_00000002,history,19,Fri. 01:52,Fri. 03:08,23,30,[0.55868983 0.51488911],[0.50658219 0.78258098],Fri. 02:52,"[23, 25, 30]",15.519850243233538,Fri. 02:49,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Fri. 02:52,,register_schedule,,,3,5933,0
240922_183514_00000003,history,0,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 09:40,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,60,6400,1
240922_183514_00000003,history,1,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 09:43,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,57,6400,1
240922_183514_00000003,history,2,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 09:46,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,54,6400,1
240922_183514_00000003,history,3,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 09:49,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,51,6400,1
240922_183514_00000003,history,4,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 09:52,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,48,6400,1
240922_183514_00000003,history,5,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 09:55,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,45,6400,1
240922_183514_00000003,history,6,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 09:58,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,42,6400,1
240922_183514_00000003,history,7,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:01,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,39,6400,1
240922_183514_00000003,history,8,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:04,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,36,6400,1
240922_183514_00000003,history,9,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:07,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,33,6400,1
240922_183514_00000003,history,10,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:10,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,30,6400,1
240922_183514_00000003,history,11,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:13,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,27,6400,1
240922_183514_00000003,history,12,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:16,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,24,6400,1
240922_183514_00000003,history,13,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:19,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,21,6400,1
240922_183514_00000003,history,14,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:22,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,18,6400,1
240922_183514_00000003,history,15,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:25,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,15,6400,1
240922_183514_00000003,history,16,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:28,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,12,6400,1
240922_183514_00000003,history,17,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:31,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,9,6400,1
240922_183514_00000003,history,18,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:34,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,6,6400,1
240922_183514_00000003,history,19,Fri. 09:40,Fri. 12:00,49,13,[0.9085955  0.90337952],[0.52526004 0.23065182],Fri. 10:31,"[49, 47, 42, 31, 38, 21, 13]",79.02781215918672,Fri. 10:37,49,"(0.9085955030930956, 0.9033795205622538)",,,,,,Fri. 10:40,,register_schedule,,,3,6400,1
240922_183514_00000004,history,0,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 20:55,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,60,7077,2
240922_183514_00000004,history,1,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 20:58,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,57,7077,2
240922_183514_00000004,history,2,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:01,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,54,7077,2
240922_183514_00000004,history,3,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:04,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,51,7077,2
240922_183514_00000004,history,4,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:07,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,48,7077,2
240922_183514_00000004,history,5,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:10,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,45,7077,2
240922_183514_00000004,history,6,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:13,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,42,7077,2
240922_183514_00000004,history,7,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:16,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,39,7077,2
240922_183514_00000004,history,8,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:19,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,36,7077,2
240922_183514_00000004,history,9,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:22,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,33,7077,2
240922_183514_00000004,history,10,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:25,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,30,7077,2
240922_183514_00000004,history,11,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:28,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,27,7077,2
240922_183514_00000004,history,12,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:31,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,24,7077,2
240922_183514_00000004,history,13,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:34,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,21,7077,2
240922_183514_00000004,history,14,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:37,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,18,7077,2
240922_183514_00000004,history,15,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:40,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,15,7077,2
240922_183514_00000004,history,16,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:43,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,12,7077,2
240922_183514_00000004,history,17,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:46,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,9,7077,2
240922_183514_00000004,history,18,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:49,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,6,7077,2
240922_183514_00000004,history,19,Fri. 20:55,Fri. 22:05,30,28,[0.50658219 0.78258098],[0.35431021 0.83593014],Fri. 21:56,"[30, 28]",9.190291472706177,Fri. 21:52,30,"(0.506582187506927, 0.7825809780445985)",,,,,,Fri. 21:55,,register_schedule,,,3,7077,2
